scorer,,,ymc,ymc,ymc,ymc,ymc,ymc,ymc,ymc,ymc,ymc,ymc,ymc,ymc,ymc,ymc,ymc,ymc,ymc
labeled-data,video1,583.jpg,170.4321,900.0,102.2076,772.7719,100.4054,558.0603,147.8919,922.1768,76.1589,745.7939,93.579,524.3542,174.6241,601.578,256.2051,830.6976,,
labeled-data,video1,584.jpg,270.0457,996.9821,151.2661,920.9887,92.84,687.7857,235.4726,984.7622,76.2845,740.6897,95.6379,656.0,157.4339,660.0285,255.378,868.917,,
labeled-data,video1,585.jpg,241.8305,989.2741,137.9762,897.6799,88.975,687.7863,213.5146,1002.7717,78.2103,746.4653,90.8236,658.8979,153.5787,684.1009,277.5226,886.2531,,
labeled-data,video1,586.jpg,210.9258,989.0138,139.8038,895.494,87.925,678.8619,217.2761,1042.0,66.5647,739.4613,83.9911,655.7425,147.7046,668.4322,289.9532,856.1435,,
labeled-data,video1,587.jpg,209.0,977.4591,133.0643,892.6013,94.6686,686.5654,205.7107,1016.9673,80.0429,746.2029,91.6988,656.7107,145.7851,660.7323,285.1403,860.969,,
labeled-data,video1,588.jpg,206.1172,958.2015,129.215,890.688,93.7007,686.563,200.908,984.2254,72.3471,744.2848,92.6523,654.7825,139.0431,663.625,279.3674,859.034,,
labeled-data,video1,589.jpg,208.0465,962.0588,136.9183,893.5708,96.5994,684.639,195.128,1000.5993,77.1552,743.3169,92.652,653.8281,137.1121,670.3651,284.1768,854.2211,,
labeled-data,video1,590.jpg,305.3031,994.7988,135.9576,888.7545,94.6664,682.7101,258.6822,998.6682,71.3809,745.2473,95.5495,663.46,137.1156,664.5877,280.3292,859.0355,,
labeled-data,video1,591.jpg,339.9719,944.7104,134.9928,896.4691,90.8167,679.821,305.8775,960.147,68.4919,743.3115,89.7689,661.5236,140.0,660.7345,266.8494,849.4045,,
labeled-data,video1,592.jpg,240.7813,981.3136,134.9927,896.4669,90.818,679.8249,223.0541,990.9695,68.4988,743.3117,89.7618,661.5272,140.0,660.7351,266.8431,849.4021,,
labeled-data,video1,593.jpg,213.8118,1025.6117,137.8706,886.8311,95.6325,693.3048,175.8624,991.9216,80.04,743.3148,95.5454,661.5241,140.0,680.9521,277.4385,873.4787,,
labeled-data,video1,594.jpg,153.6181,934.315,,,,,68.7661,815.3483,65.4617,747.7899,93.6366,577.1858,147.3224,557.1531,228.244,754.4309,,
labeled-data,video1,595.jpg,333.8484,1147.4003,228.4717,1049.7137,112.1195,797.9539,198.7289,1033.5961,165.6548,1001.6403,90.7824,718.8723,286.8148,782.1582,286.8383,999.6577,,
labeled-data,video1,596.jpg,342.3119,1131.7957,216.9371,1038.4969,153.7833,929.8776,300.5196,1122.8121,161.6398,1008.9578,140.4176,928.0154,130.53,814.3142,359.0,921.2328,,
labeled-data,video1,597.jpg,576.7161,1244.311,367.0565,1163.5175,181.1839,992.2033,527.7674,1241.4536,332.0182,1154.6996,216.5313,1066.4988,264.3014,1027.304,498.0221,1110.8641,,
labeled-data,video1,598.jpg,749.3653,1256.8992,560.4668,1245.2998,365.0317,1164.6172,606.7767,1273.9957,388.0707,1201.3602,241.6092,1062.7606,382.0421,1117.6708,615.9808,1140.6125,,
labeled-data,video1,599.jpg,,,775.5284,1235.7341,500.9625,1229.6176,915.9285,1223.0823,592.2767,1261.0585,384.994,1194.1656,542.8792,1168.5228,763.9,1129.3258,,
labeled-data,video1,600.jpg,975.5555,1070.3377,837.6167,1228.4801,684.5328,1216.7526,978.4678,1125.7896,902.5733,1223.4218,575.4113,1264.2364,698.4743,1150.5533,887.9125,1064.9484,,
