scorer,,,ymc,ymc,ymc,ymc,ymc,ymc,ymc,ymc,ymc,ymc,ymc,ymc,ymc,ymc,ymc,ymc,ymc,ymc
labeled-data,video3,583.jpg,816.0905,532.1849,938.1955,653.8071,1089.436,670.3566,859.4187,427.6707,1008.166,368.1818,1152.115,447.0664,1103.5469,561.8841,918.741,533.6101,,
labeled-data,video3,584.jpg,816.0912,532.1838,938.1976,653.8003,1089.4314,670.3583,859.4116,427.6757,1008.1615,368.1874,1152.1114,447.0658,1103.5477,561.8806,918.7405,533.6137,,
labeled-data,video3,585.jpg,816.0942,532.1831,938.1932,653.808,1089.4332,670.3567,859.4198,427.676,1008.1622,368.1886,1152.1117,447.0698,1103.545,561.8813,918.7457,533.6108,,
labeled-data,video3,586.jpg,816.0945,532.1889,938.1957,653.8016,1089.439,670.3556,859.4165,427.6716,1008.1631,368.1887,1152.118,447.0683,1103.5426,561.883,918.7486,533.6112,,
labeled-data,video3,587.jpg,816.0962,532.1895,938.1993,653.8031,1089.4365,670.3591,859.4191,427.6779,1008.1611,368.181,1152.1171,447.0657,1103.545,561.8898,918.7482,533.6105,,
labeled-data,video3,588.jpg,816.0998,532.1898,938.1911,653.8095,1089.4381,670.3506,859.4103,427.6766,1008.1608,368.1818,1152.116,447.067,1103.5473,561.8858,918.7455,533.6121,,
labeled-data,video3,589.jpg,816.0989,532.1836,938.1998,653.8016,1089.4306,670.3526,859.416,427.6748,1008.1687,368.1845,1152.1126,447.0664,1103.5429,561.8883,918.7443,533.6132,,
labeled-data,video3,590.jpg,816.096,532.1891,938.1903,653.8058,1089.438,670.3568,859.4101,427.6754,1008.1676,368.1811,1152.1104,447.0636,1103.5482,561.889,918.7491,533.6121,,
labeled-data,video3,591.jpg,816.0985,532.1893,938.1994,653.81,1089.4379,670.355,859.4144,427.6787,1008.1694,368.1854,1152.113,447.0684,1103.5488,561.881,918.7457,533.611,,
labeled-data,video3,592.jpg,816.0926,532.1869,938.1937,653.8079,1089.4357,670.359,859.4192,427.6739,1008.1625,368.1897,1152.1188,447.0631,1103.541,561.8848,918.7459,533.6107,,
labeled-data,video3,593.jpg,816.0937,532.1897,938.1901,653.8097,1089.4323,670.3579,859.4146,427.6774,1008.166,368.1813,1152.12,447.0657,1103.5406,561.8805,918.742,533.6184,,
labeled-data,video3,594.jpg,816.097,532.1843,938.1971,653.8081,1089.4386,670.3544,859.419,427.6735,1008.1647,368.1884,1152.1176,447.0611,1103.5425,561.8889,918.7444,533.6177,,
labeled-data,video3,595.jpg,816.0965,532.1867,938.1939,653.8068,1089.4389,670.3554,859.4141,427.6793,1008.1697,368.1848,1152.1115,447.0653,1103.5416,561.8852,918.7472,533.614,,
labeled-data,video3,596.jpg,816.0906,532.1817,938.1993,653.8078,1089.4392,670.3548,859.4104,427.6721,1008.1646,368.1894,1152.1136,447.0699,1103.5453,561.884,918.7478,533.6187,,
labeled-data,video3,597.jpg,816.0947,532.1837,938.1916,653.8089,1089.4322,670.3578,859.4158,427.6759,1008.1692,368.1879,1152.118,447.0639,1103.5455,561.8884,918.744,533.6125,,
labeled-data,video3,598.jpg,816.0974,532.1841,938.1959,653.8,1089.4344,670.3577,859.4185,427.6736,1008.1627,368.1821,1152.1168,447.0673,1103.5414,561.8879,918.7469,533.6199,,
labeled-data,video3,599.jpg,816.0908,532.1857,938.1939,653.8046,1089.4336,670.3546,859.413,427.675,1008.1694,368.183,1152.1102,447.0602,1103.545,561.8864,918.7483,533.6151,,
